route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q48,CS_B5-Weekday,CS_B5-Weekday-027000_Q48_801,LAGUARDIA AIRPORT,1,37182012,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-140000_Q48_807,LAGUARDIA AIRPORT,1,37182019,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-030000_Q48_802,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-030500_Q48_801,FLUSHING MAIN ST STATION,0,37182012,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-033500_Q48_802,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-143000_MISC_517,LAGUARDIA AIRPORT,1,37182020,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-033700_Q48_801,LAGUARDIA AIRPORT,1,37182012,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-036700_Q48_802,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-037200_Q48_801,FLUSHING MAIN ST STATION,0,37182012,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-032000_Q48_803,LAGUARDIA AIRPORT,1,37182014,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-038200_Q48_805,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-039700_Q48_803,LAGUARDIA AIRPORT,1,37182014,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-035500_Q48_803,FLUSHING MAIN ST STATION,0,37182014,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-040200_Q48_802,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-041700_Q48_805,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-043200_Q48_803,FLUSHING MAIN ST STATION,0,37182014,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-155500_MISC_515,FLUSHING MAIN ST STATION,0,37182022,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-035200_Q48_804,LAGUARDIA AIRPORT,1,37182015,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-042400_Q48_804,LAGUARDIA AIRPORT,1,37182015,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-046900_Q48_803,LAGUARDIA AIRPORT,1,37182014,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-045900_Q48_804,FLUSHING MAIN ST STATION,0,37182015,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-047500_Q48_802,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-038700_Q48_804,FLUSHING MAIN ST STATION,0,37182015,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-049200_Q48_805,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-050700_Q48_803,FLUSHING MAIN ST STATION,0,37182014,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-043900_Q48_802,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-045400_Q48_805,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-152400_Q48_807,FLUSHING MAIN ST STATION,0,37182019,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-149500_MISC_515,FLUSHING MAIN ST STATION,0,37182022,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-041100_Q48_801,LAGUARDIA AIRPORT,1,37182012,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-048700_Q48_801,LAGUARDIA AIRPORT,1,37182012,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-050700_Q48_802,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-052700_Q48_805,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-054700_Q48_803,LAGUARDIA AIRPORT,1,37182014,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-056700_Q48_806,LAGUARDIA AIRPORT,1,37182012,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-044600_Q48_801,FLUSHING MAIN ST STATION,0,37182012,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-052500_Q48_801,FLUSHING MAIN ST STATION,0,37182012,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-054500_Q48_802,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-056500_Q48_805,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-058500_Q48_803,FLUSHING MAIN ST STATION,0,37182014,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-147100_MISC_517,FLUSHING MAIN ST STATION,0,37182020,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-058700_Q48_804,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-060700_Q48_805,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-062700_Q48_802,LAGUARDIA AIRPORT,1,37182014,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-064700_Q48_806,LAGUARDIA AIRPORT,1,37182012,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-066700_Q48_804,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-060500_Q48_806,FLUSHING MAIN ST STATION,0,37182012,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-062500_Q48_804,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-064900_Q48_805,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-066900_Q48_802,FLUSHING MAIN ST STATION,0,37182014,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-152100_MISC_515,LAGUARDIA AIRPORT,1,37182022,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-149000_Q48_807,LAGUARDIA AIRPORT,1,37182019,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-070700_Q48_802,LAGUARDIA AIRPORT,1,37182014,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-072700_Q48_806,LAGUARDIA AIRPORT,1,37182012,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-074700_Q48_804,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-068700_Q48_801,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-072900_Q48_801,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-074900_Q48_802,FLUSHING MAIN ST STATION,0,37182014,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-076900_Q48_806,FLUSHING MAIN ST STATION,0,37182012,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-068900_Q48_806,FLUSHING MAIN ST STATION,0,37182012,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-070900_Q48_804,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-076700_Q48_801,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-078700_Q48_803,LAGUARDIA AIRPORT,1,37182014,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-080700_MISC_425,LAGUARDIA AIRPORT,1,37182012,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-078900_Q48_804,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-080900_Q48_801,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-082900_Q48_803,FLUSHING MAIN ST STATION,0,37182014,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-084900_MISC_425,FLUSHING MAIN ST STATION,0,37182012,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-146000_MISC_515,LAGUARDIA AIRPORT,1,37182022,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-096700_MISC_471,LAGUARDIA AIRPORT,1,37182059,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-098700_Q48_805,LAGUARDIA AIRPORT,1,37182017,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-100500_MISC_444,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-101400_MISC_471,FLUSHING MAIN ST STATION,0,37182059,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-102000_Q48_806,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-103500_MISC_450,LAGUARDIA AIRPORT,1,37182075,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-106500_MISC_471,LAGUARDIA AIRPORT,1,37182059,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-108000_Q48_805,LAGUARDIA AIRPORT,1,37182017,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-109500_Q48_807,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-105000_MISC_470,LAGUARDIA AIRPORT,1,37182025,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-103400_Q48_805,FLUSHING MAIN ST STATION,0,37182017,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-105200_MISC_444,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-106700_Q48_806,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-108200_MISC_450,FLUSHING MAIN ST STATION,0,37182075,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-109700_MISC_470,FLUSHING MAIN ST STATION,0,37182025,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-111000_Q48_806,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-111200_MISC_471,FLUSHING MAIN ST STATION,0,37182059,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-114200_Q48_807,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-112500_MISC_450,LAGUARDIA AIRPORT,1,37182075,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-114000_MISC_470,LAGUARDIA AIRPORT,1,37182025,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-116000_MISC_471,LAGUARDIA AIRPORT,1,37182059,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-118000_Q48_807,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-120000_MISC_494,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-115700_Q48_806,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-117200_MISC_450,FLUSHING MAIN ST STATION,0,37182075,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-118300_MISC_470,FLUSHING MAIN ST STATION,0,37182025,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-120300_MISC_471,FLUSHING MAIN ST STATION,0,37182059,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-112700_Q48_805,FLUSHING MAIN ST STATION,0,37182017,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-144100_Q48_807,FLUSHING MAIN ST STATION,0,37182019,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-122000_MISC_496,LAGUARDIA AIRPORT,1,37182021,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-124000_MISC_503,LAGUARDIA AIRPORT,1,37182018,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-126000_Q48_807,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-128000_MISC_494,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-122300_Q48_807,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-124300_MISC_494,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-126300_MISC_496,FLUSHING MAIN ST STATION,0,37182021,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-128300_MISC_503,FLUSHING MAIN ST STATION,0,37182018,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-141100_MISC_515,FLUSHING MAIN ST STATION,0,37182022,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-130000_MISC_496,LAGUARDIA AIRPORT,1,37182021,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-134500_MISC_517,LAGUARDIA AIRPORT,1,37182020,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-130300_Q48_807,FLUSHING MAIN ST STATION,0,37182013,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-132300_MISC_494,FLUSHING MAIN ST STATION,0,37182016,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-134300_MISC_496,FLUSHING MAIN ST STATION,0,37182021,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-138600_MISC_517,FLUSHING MAIN ST STATION,0,37182020,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-137000_MISC_515,LAGUARDIA AIRPORT,1,37182022,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-086700_Q48_803,LAGUARDIA AIRPORT,1,37182014,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-082700_MISC_444,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-095400_MISC_444,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-090700_MISC_444,LAGUARDIA AIRPORT,1,37182013,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-092700_Q48_806,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-093400_MISC_425,FLUSHING MAIN ST STATION,0,37182012,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-086900_MISC_444,FLUSHING MAIN ST STATION,0,37182013,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-091100_Q48_803,FLUSHING MAIN ST STATION,0,37182014,Q480040
Q48,CS_B5-Weekday,CS_B5-Weekday-089000_Q48_801,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-088700_MISC_425,LAGUARDIA AIRPORT,1,37182012,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-084700_Q48_801,LAGUARDIA AIRPORT,1,37182016,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-099400_MISC_450,FLUSHING MAIN ST STATION,0,37182075,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-094700_MISC_450,LAGUARDIA AIRPORT,1,37182075,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-097400_Q48_806,FLUSHING MAIN ST STATION,0,37182016,Q480112
Q48,CS_B5-Weekday,CS_B5-Weekday-132000_MISC_503,LAGUARDIA AIRPORT,1,37182018,Q480111
Q48,CS_B5-Weekday,CS_B5-Weekday-136100_MISC_503,FLUSHING MAIN ST STATION,0,37182018,Q480040
Q44+,CS_B5-Weekday-BM,CS_B5-Weekday-BM-138500_SBS44_901,SELECT BUS BRONX ZOO via MAIN ST,0,37182190,SBS440148
Q44+,CS_B5-Weekday-BM,CS_B5-Weekday-BM-141500_SBS44_902,SELECT BUS BRONX ZOO via MAIN ST,0,37182191,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-000500_SBS44_903,SELECT BUS BRONX ZOO via MAIN ST,0,37182192,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-004500_SBS44_904,SELECT BUS BRONX ZOO via MAIN ST,0,37182193,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-009500_SBS44_905,SELECT BUS BRONX ZOO via MAIN ST,0,37182194,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-012500_SBS44_906,SELECT BUS BRONX ZOO via MAIN ST,0,37182195,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-015500_SBS44_907,SELECT BUS BRONX ZOO via MAIN ST,0,37182196,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-019900_SBS44_909,SELECT BUS BRONX ZOO via MAIN ST,0,37182199,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-018500_SBS44_908,SELECT BUS BRONX ZOO via MAIN ST,0,37182197,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-022900_SBS44_902,SELECT BUS BRONX ZOO via MAIN ST,0,37182202,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-021500_SBS44_901,SELECT BUS BRONX ZOO via MAIN ST,0,37182198,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-025400_SBS44_903,SELECT BUS BRONX ZOO via MAIN ST,0,37182205,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-023500_SBS44_910,SELECT BUS BRONX ZOO via MAIN ST,0,37182200,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-027400_SBS44_904,SELECT BUS BRONX ZOO via MAIN ST,0,37182208,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-025500_SBS44_911,SELECT BUS BRONX ZOO via MAIN ST,0,37182201,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-027000_SBS44_912,SELECT BUS BRONX ZOO via MAIN ST,0,37182203,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-030500_SBS44_919,SELECT BUS BRONX ZOO via MAIN ST,0,37182212,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-028000_SBS44_913,SELECT BUS BRONX ZOO via MAIN ST,0,37182204,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-029000_SBS44_914,SELECT BUS BRONX ZOO via MAIN ST,0,37182206,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-032500_SBS44_922,SELECT BUS BRONX ZOO via MAIN ST,0,37182215,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-030000_SBS44_915,SELECT BUS BRONX ZOO via MAIN ST,0,37182207,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-033500_SBS44_923,SELECT BUS BRONX ZOO via MAIN ST,0,37182218,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-031000_SBS44_916,SELECT BUS BRONX ZOO via MAIN ST,0,37182209,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-034400_SBS44_925,SELECT BUS BRONX ZOO via MAIN ST,0,37182220,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-031800_SBS44_917,SELECT BUS BRONX ZOO via MAIN ST,0,37182210,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-035200_SBS44_928,SELECT BUS BRONX ZOO via MAIN ST,0,37182223,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-032600_SBS44_909,SELECT BUS BRONX ZOO via MAIN ST,0,37182199,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-036200_SBS44_929,SELECT BUS BRONX ZOO via MAIN ST,0,37182225,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-033400_SBS44_918,SELECT BUS BRONX ZOO via MAIN ST,0,37182211,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-034200_SBS44_920,SELECT BUS BRONX ZOO via MAIN ST,0,37182213,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-038000_SBS44_933,SELECT BUS BRONX ZOO via MAIN ST,0,37182228,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-035000_SBS44_921,SELECT BUS BRONX ZOO via MAIN ST,0,37182214,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-038800_SBS44_907,SELECT BUS BRONX ZOO via MAIN ST,0,37182230,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-035800_SBS44_905,SELECT BUS BRONX ZOO via MAIN ST,0,37182216,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-036200_SBS44_902,SELECT BUS FLUSHING MAIN ST STATION,0,37182202,SBS440149
Q44+,CS_B5-Weekday,CS_B5-Weekday-036600_SBS44_924,SELECT BUS BRONX ZOO via MAIN ST,0,37182217,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-037200_SBS44_926,SELECT BUS BRONX ZOO via MAIN ST,0,37182219,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-040900_SBS44_937,SELECT BUS BRONX ZOO via MAIN ST,0,37182234,SBS440090
Q44+,CS_B5-Weekday,CS_B5-Weekday-037800_SBS44_927,SELECT BUS BRONX ZOO via MAIN ST,0,37182221,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-038400_SBS44_906,SELECT BUS BRONX ZOO via MAIN ST,0,37182222,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-038700_SBS44_903,SELECT BUS FLUSHING MAIN ST STATION,0,37182205,SBS440149
Q44+,CS_B5-Weekday,CS_B5-Weekday-039000_SBS44_930,SELECT BUS BRONX ZOO via MAIN ST,0,37182224,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-039600_SBS44_931,SELECT BUS BRONX ZOO via MAIN ST,0,37182226,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-040200_SBS44_932,SELECT BUS BRONX ZOO via MAIN ST,0,37182227,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-040700_SBS44_910,SELECT BUS BRONX ZOO via MAIN ST,0,37182200,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-041200_SBS44_904,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,37182208,SBS440150
Q44+,CS_B5-Weekday,CS_B5-Weekday-150500_SBS44_976,SELECT BUS BRONX ZOO via MAIN ST,0,37182188,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-041700_SBS44_934,SELECT BUS BRONX ZOO via MAIN ST,0,37182229,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-042200_SBS44_935,SELECT BUS BRONX ZOO via MAIN ST,0,37182231,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-042700_SBS44_936,SELECT BUS BRONX ZOO via MAIN ST,0,37182232,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-043200_SBS44_911,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,37182201,SBS440150
Q44+,CS_B5-Weekday,CS_B5-Weekday-043700_SBS44_939,SELECT BUS BRONX ZOO via MAIN ST,0,37182233,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-044300_SBS44_940,SELECT BUS BRONX ZOO via MAIN ST,0,37182235,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-044900_SBS44_912,SELECT BUS BRONX ZOO via MAIN ST,0,37182203,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-045500_SBS44_919,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,37182212,SBS440150
Q44+,CS_B5-Weekday,CS_B5-Weekday-046100_SBS44_908,SELECT BUS BRONX ZOO via MAIN ST,0,37182236,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-046700_SBS44_913,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,37182204,SBS440150
Q44+,CS_B5-Weekday,CS_B5-Weekday-146500_SBS44_975,SELECT BUS BRONX ZOO via MAIN ST,0,37182247,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-047300_SBS44_938,SELECT BUS BRONX ZOO via MAIN ST,0,37182206,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-047900_SBS44_922,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,37182215,SBS440150
Q44+,CS_B5-Weekday,CS_B5-Weekday-048500_SBS44_915,SELECT BUS BRONX ZOO via MAIN ST,0,37182207,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-049100_SBS44_923,SELECT BUS BRONX ZOO via MAIN ST,0,37182218,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-049700_SBS44_916,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,37182209,SBS440150
Q44+,CS_B5-Weekday,CS_B5-Weekday-050300_SBS44_925,SELECT BUS BRONX ZOO via MAIN ST,0,37182220,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-050900_SBS44_917,SELECT BUS BRONX ZOO via MAIN ST,0,37182210,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-051500_SBS44_928,SELECT BUS BRONX ZOO via MAIN ST,0,37182223,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-052100_SBS44_914,SELECT BUS BRONX ZOO via MAIN ST,0,37182199,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-143000_SBS44_974,SELECT BUS BRONX ZOO via MAIN ST,0,37182246,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-052700_SBS44_929,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,37182225,SBS440150
Q44+,CS_B5-Weekday,CS_B5-Weekday-053300_SBS44_942,SELECT BUS BRONX ZOO via MAIN ST,0,37182211,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-054000_SBS44_920,SELECT BUS BRONX ZOO via MAIN ST,0,37182213,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-054700_SBS44_933,SELECT BUS BRONX ZOO via MAIN ST,0,37182228,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-140000_SBS44_971,SELECT BUS BRONX ZOO via MAIN ST,0,37182245,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-055400_SBS44_921,SELECT BUS BRONX ZOO via MAIN ST,0,37182214,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-056200_SBS44_907,SELECT BUS BRONX ZOO via MAIN ST,0,37182230,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-056600_SBS44_909,SELECT BUS FLUSHING MAIN ST STATION,0,37182216,SBS440149
Q44+,CS_B5-Weekday,CS_B5-Weekday-057000_SBS44_924,SELECT BUS BRONX ZOO via MAIN ST,0,37182217,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-057800_SBS44_926,SELECT BUS BRONX ZOO via MAIN ST,0,37182219,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-058200_SBS44_937,SELECT BUS FLUSHING MAIN ST STATION,0,37182234,SBS440149
Q44+,CS_B5-Weekday,CS_B5-Weekday-058600_SBS44_927,SELECT BUS BRONX ZOO via MAIN ST,0,37182221,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-059400_SBS44_918,SELECT BUS BRONX ZOO via MAIN ST,0,37182222,SBS440148
Q44+,CS_B5-Weekday,CS_B5-Weekday-060200_SBS44_930,SELECT BUS BRONX ZOO via MAIN ST,0,37182224,SBS440148
